Names,Links
Lumineon,https://www.serebii.net/pokedex-sv/lumineon/
Bruxish,https://www.serebii.net/pokedex-sv/bruxish/
Alomomola,https://www.serebii.net/pokedex-sv/alomomola/
Skrelp,https://www.serebii.net/pokedex-sv/skrelp/
Dragalge,https://www.serebii.net/pokedex-sv/dragalge/
Clauncher,https://www.serebii.net/pokedex-sv/clauncher/
Clawitzer,https://www.serebii.net/pokedex-sv/clawitzer/
Tynamo,https://www.serebii.net/pokedex-sv/tynamo/
Eelektrik,https://www.serebii.net/pokedex-sv/eelektrik/
Eelektross,https://www.serebii.net/pokedex-sv/eelektross/
Mareanie,https://www.serebii.net/pokedex-sv/mareanie/
Toxapex,https://www.serebii.net/pokedex-sv/toxapex/
Flamigo,https://www.serebii.net/pokedex-sv/flamigo/
Dratini,https://www.serebii.net/pokedex-sv/dratini/
Dragonair,https://www.serebii.net/pokedex-sv/dragonair/
Dragonite,https://www.serebii.net/pokedex-sv/dragonite/
Snom,https://www.serebii.net/pokedex-sv/snom/
Frosmoth,https://www.serebii.net/pokedex-sv/frosmoth/
Snover,https://www.serebii.net/pokedex-sv/snover/
Abomasnow,https://www.serebii.net/pokedex-sv/abomasnow/
Delibird,https://www.serebii.net/pokedex-sv/delibird/
Cubchoo,https://www.serebii.net/pokedex-sv/cubchoo/
Beartic,https://www.serebii.net/pokedex-sv/beartic/
Snorunt,https://www.serebii.net/pokedex-sv/snorunt/
Glalie,https://www.serebii.net/pokedex-sv/glalie/
Froslass,https://www.serebii.net/pokedex-sv/froslass/
Cryogonal,https://www.serebii.net/pokedex-sv/cryogonal/
Cetoddle,https://www.serebii.net/pokedex-sv/cetoddle/
Cetitan,https://www.serebii.net/pokedex-sv/cetitan/
Bergmite,https://www.serebii.net/pokedex-sv/bergmite/
Avalugg,https://www.serebii.net/pokedex-sv/avalugg/
Rufflet,https://www.serebii.net/pokedex-sv/rufflet/
Braviary,https://www.serebii.net/pokedex-sv/braviary/
Pawniard,https://www.serebii.net/pokedex-sv/pawniard/
Bisharp,https://www.serebii.net/pokedex-sv/bisharp/
Kingambit,https://www.serebii.net/pokedex-sv/kingambit/
Deino,https://www.serebii.net/pokedex-sv/deino/
Zweilous,https://www.serebii.net/pokedex-sv/zweilous/
Hydreigon,https://www.serebii.net/pokedex-sv/hydreigon/
Veluza,https://www.serebii.net/pokedex-sv/veluza/
Dondozo,https://www.serebii.net/pokedex-sv/dondozo/
Tatsugiri,https://www.serebii.net/pokedex-sv/tatsugiri/
Great Tusk,https://www.serebii.net/pokedex-sv/greattusk/
Scream Tail,https://www.serebii.net/pokedex-sv/screamtail/
Brute Bonnet,https://www.serebii.net/pokedex-sv/brutebonnet/
Flutter Mane,https://www.serebii.net/pokedex-sv/fluttermane/
Slither Wing,https://www.serebii.net/pokedex-sv/slitherwing/
Sandy Shocks,https://www.serebii.net/pokedex-sv/sandyshocks/
Iron Treads,https://www.serebii.net/pokedex-sv/irontreads/
Iron Bundle,https://www.serebii.net/pokedex-sv/ironbundle/
Iron Hands,https://www.serebii.net/pokedex-sv/ironhands/
Iron Jugulis,https://www.serebii.net/pokedex-sv/ironjugulis/
Iron Moth,https://www.serebii.net/pokedex-sv/ironmoth/
Iron Thorns,https://www.serebii.net/pokedex-sv/ironthorns/
Frigibax,https://www.serebii.net/pokedex-sv/frigibax/
Arctibax,https://www.serebii.net/pokedex-sv/arctibax/
Baxcalibur,https://www.serebii.net/pokedex-sv/baxcalibur/
Gimmighoul,https://www.serebii.net/pokedex-sv/gimmighoul/
Gholdengo,https://www.serebii.net/pokedex-sv/gholdengo/
Wo-Chien,https://www.serebii.net/pokedex-sv/wo-chien/
Chien-Pao,https://www.serebii.net/pokedex-sv/chien-pao/
Ting-Lu,https://www.serebii.net/pokedex-sv/ting-lu/
Chi-Yu,https://www.serebii.net/pokedex-sv/chi-yu/
Roaring Moon,https://www.serebii.net/pokedex-sv/roaringmoon/
Iron Valiant,https://www.serebii.net/pokedex-sv/ironvaliant/
Koraidon,https://www.serebii.net/pokedex-sv/koraidon/
Miraidon,https://www.serebii.net/pokedex-sv/miraidon/
Spinarak,https://www.serebii.net/pokedex-sv/spinarak/
Ariados,https://www.serebii.net/pokedex-sv/ariados/
Yanma,https://www.serebii.net/pokedex-sv/yanma/
Yanmega,https://www.serebii.net/pokedex-sv/yanmega/
Quagsire,https://www.serebii.net/pokedex-sv/quagsire/
Poochyena,https://www.serebii.net/pokedex-sv/poochyena/
Mightyena,https://www.serebii.net/pokedex-sv/mightyena/
Volbeat,https://www.serebii.net/pokedex-sv/volbeat/
Illumise,https://www.serebii.net/pokedex-sv/illumise/
Corphish,https://www.serebii.net/pokedex-sv/corphish/
Crawdaunt,https://www.serebii.net/pokedex-sv/crawdaunt/
Sewaddle,https://www.serebii.net/pokedex-sv/sewaddle/
Swadloon,https://www.serebii.net/pokedex-sv/swadloon/
Leavanny,https://www.serebii.net/pokedex-sv/leavanny/
Cutiefly,https://www.serebii.net/pokedex-sv/cutiefly/
Ribombee,https://www.serebii.net/pokedex-sv/ribombee/
Ekans,https://www.serebii.net/pokedex-sv/ekans/
Arbok,https://www.serebii.net/pokedex-sv/arbok/
Bellsprout,https://www.serebii.net/pokedex-sv/bellsprout/
Weepinbell,https://www.serebii.net/pokedex-sv/weepinbell/
Victreebel,https://www.serebii.net/pokedex-sv/victreebel/
Sentret,https://www.serebii.net/pokedex-sv/sentret/
Furret,https://www.serebii.net/pokedex-sv/furret/
Dipplin,https://www.serebii.net/pokedex-sv/dipplin/
Vulpix,https://www.serebii.net/pokedex-sv/vulpix/
Ninetales,https://www.serebii.net/pokedex-sv/ninetales/
Poliwag,https://www.serebii.net/pokedex-sv/poliwag/
Poliwhirl,https://www.serebii.net/pokedex-sv/poliwhirl/
Poliwrath,https://www.serebii.net/pokedex-sv/poliwrath/
Politoed,https://www.serebii.net/pokedex-sv/politoed/
Hoothoot,https://www.serebii.net/pokedex-sv/hoothoot/
Noctowl,https://www.serebii.net/pokedex-sv/noctowl/
Aipom,https://www.serebii.net/pokedex-sv/aipom/
Ambipom,https://www.serebii.net/pokedex-sv/ambipom/
Swinub,https://www.serebii.net/pokedex-sv/swinub/
Piloswine,https://www.serebii.net/pokedex-sv/piloswine/
Mamoswine,https://www.serebii.net/pokedex-sv/mamoswine/
Seedot,https://www.serebii.net/pokedex-sv/seedot/
Nuzleaf,https://www.serebii.net/pokedex-sv/nuzleaf/
Shiftry,https://www.serebii.net/pokedex-sv/shiftry/
Phantump,https://www.serebii.net/pokedex-sv/phantump/
Trevenant,https://www.serebii.net/pokedex-sv/trevenant/
Poltchageist,https://www.serebii.net/pokedex-sv/poltchageist/
Sinistcha,https://www.serebii.net/pokedex-sv/sinistcha/
Geodude,https://www.serebii.net/pokedex-sv/geodude/
Graveler,https://www.serebii.net/pokedex-sv/graveler/
Golem,https://www.serebii.net/pokedex-sv/golem/
Timburr,https://www.serebii.net/pokedex-sv/timburr/
Gurdurr,https://www.serebii.net/pokedex-sv/gurdurr/
Conkeldurr,https://www.serebii.net/pokedex-sv/conkeldurr/
Morpeko,https://www.serebii.net/pokedex-sv/morpeko/
Munchlax,https://www.serebii.net/pokedex-sv/munchlax/
Snorlax,https://www.serebii.net/pokedex-sv/snorlax/
Lotad,https://www.serebii.net/pokedex-sv/lotad/
Lombre,https://www.serebii.net/pokedex-sv/lombre/
Ludicolo,https://www.serebii.net/pokedex-sv/ludicolo/
Nosepass,https://www.serebii.net/pokedex-sv/nosepass/
Probopass,https://www.serebii.net/pokedex-sv/probopass/
Grubbin,https://www.serebii.net/pokedex-sv/grubbin/
Charjabug,https://www.serebii.net/pokedex-sv/charjabug/
Vikavolt,https://www.serebii.net/pokedex-sv/vikavolt/
Sandshrew,https://www.serebii.net/pokedex-sv/sandshrew/
Sandslash,https://www.serebii.net/pokedex-sv/sandslash/
Gligar,https://www.serebii.net/pokedex-sv/gligar/
Gliscor,https://www.serebii.net/pokedex-sv/gliscor/
Vullaby,https://www.serebii.net/pokedex-sv/vullaby/
Mandibuzz,https://www.serebii.net/pokedex-sv/mandibuzz/
Jangmo-o,https://www.serebii.net/pokedex-sv/jangmo-o/
Hakamo-o,https://www.serebii.net/pokedex-sv/hakamo-o/
Kommo-o,https://www.serebii.net/pokedex-sv/kommo-o/
Koffing,https://www.serebii.net/pokedex-sv/koffing/
Weezing,https://www.serebii.net/pokedex-sv/weezing/
Mienfoo,https://www.serebii.net/pokedex-sv/mienfoo/
Mienshao,https://www.serebii.net/pokedex-sv/mienshao/
Duskull,https://www.serebii.net/pokedex-sv/duskull/
Dusclops,https://www.serebii.net/pokedex-sv/dusclops/
Dusknoir,https://www.serebii.net/pokedex-sv/dusknoir/
Chingling,https://www.serebii.net/pokedex-sv/chingling/
Chimecho,https://www.serebii.net/pokedex-sv/chimecho/
Slugma,https://www.serebii.net/pokedex-sv/slugma/
Magcargo,https://www.serebii.net/pokedex-sv/magcargo/
Litwick,https://www.serebii.net/pokedex-sv/litwick/
Lampent,https://www.serebii.net/pokedex-sv/lampent/
Chandelure,https://www.serebii.net/pokedex-sv/chandelure/
Cleffa,https://www.serebii.net/pokedex-sv/cleffa/
Clefairy,https://www.serebii.net/pokedex-sv/clefairy/
Clefable,https://www.serebii.net/pokedex-sv/clefable/
Feebas,https://www.serebii.net/pokedex-sv/feebas/
Milotic,https://www.serebii.net/pokedex-sv/milotic/
Carbink,https://www.serebii.net/pokedex-sv/carbink/
Ducklett,https://www.serebii.net/pokedex-sv/ducklett/
Swanna,https://www.serebii.net/pokedex-sv/swanna/
Cramorant,https://www.serebii.net/pokedex-sv/cramorant/
Basculegion,https://www.serebii.net/pokedex-sv/basculegion/
Ursaluna,https://www.serebii.net/pokedex-sv/ursaluna/
Okidogi,https://www.serebii.net/pokedex-sv/okidogi/
Munkidori,https://www.serebii.net/pokedex-sv/munkidori/
Fezandipiti,https://www.serebii.net/pokedex-sv/fezandipiti/
Ogerpon,https://www.serebii.net/pokedex-sv/ogerpon/
Doduo,https://www.serebii.net/pokedex-sv/doduo/
Dodrio,https://www.serebii.net/pokedex-sv/dodrio/
Exeggcute,https://www.serebii.net/pokedex-sv/exeggcute/
Exeggutor,https://www.serebii.net/pokedex-sv/exeggutor/
Rhyhorn,https://www.serebii.net/pokedex-sv/rhyhorn/
Rhydon,https://www.serebii.net/pokedex-sv/rhydon/
Rhyperior,https://www.serebii.net/pokedex-sv/rhyperior/
Elekid,https://www.serebii.net/pokedex-sv/elekid/
Electabuzz,https://www.serebii.net/pokedex-sv/electabuzz/
Electivire,https://www.serebii.net/pokedex-sv/electivire/
Magby,https://www.serebii.net/pokedex-sv/magby/
Magmar,https://www.serebii.net/pokedex-sv/magmar/
Magmortar,https://www.serebii.net/pokedex-sv/magmortar/
Kleavor,https://www.serebii.net/pokedex-sv/kleavor/
Blitzle,https://www.serebii.net/pokedex-sv/blitzle/
Zebstrika,https://www.serebii.net/pokedex-sv/zebstrika/
Smeargle,https://www.serebii.net/pokedex-sv/smeargle/
Milcery,https://www.serebii.net/pokedex-sv/milcery/
Alcremie,https://www.serebii.net/pokedex-sv/alcremie/
Trapinch,https://www.serebii.net/pokedex-sv/trapinch/
Vibrava,https://www.serebii.net/pokedex-sv/vibrava/
Flygon,https://www.serebii.net/pokedex-sv/flygon/
Pikipek,https://www.serebii.net/pokedex-sv/pikipek/
Trumbeak,https://www.serebii.net/pokedex-sv/trumbeak/
Toucannon,https://www.serebii.net/pokedex-sv/toucannon/
Tentacool,https://www.serebii.net/pokedex-sv/tentacool/
Tentacruel,https://www.serebii.net/pokedex-sv/tentacruel/
Horsea,https://www.serebii.net/pokedex-sv/horsea/
Seadra,https://www.serebii.net/pokedex-sv/seadra/
Kingdra,https://www.serebii.net/pokedex-sv/kingdra/
Cottonee,https://www.serebii.net/pokedex-sv/cottonee/
Whimsicott,https://www.serebii.net/pokedex-sv/whimsicott/
Comfey,https://www.serebii.net/pokedex-sv/comfey/
Oddish,https://www.serebii.net/pokedex-sv/oddish/
Gloom,https://www.serebii.net/pokedex-sv/gloom/
Vileplume,https://www.serebii.net/pokedex-sv/vileplume/
Bellossom,https://www.serebii.net/pokedex-sv/bellossom/
Chinchou,https://www.serebii.net/pokedex-sv/chinchou/
Lanturn,https://www.serebii.net/pokedex-sv/lanturn/
Inkay,https://www.serebii.net/pokedex-sv/inkay/
Malamar,https://www.serebii.net/pokedex-sv/malamar/
Dewpider,https://www.serebii.net/pokedex-sv/dewpider/
Araquanid,https://www.serebii.net/pokedex-sv/araquanid/
Tyrogue,https://www.serebii.net/pokedex-sv/tyrogue/
Hitmonlee,https://www.serebii.net/pokedex-sv/hitmonlee/
Hitmonchan,https://www.serebii.net/pokedex-sv/hitmonchan/
Hitmontop,https://www.serebii.net/pokedex-sv/hitmontop/
Drilbur,https://www.serebii.net/pokedex-sv/drilbur/
Excadrill,https://www.serebii.net/pokedex-sv/excadrill/
Espurr,https://www.serebii.net/pokedex-sv/espurr/
Meowstic,https://www.serebii.net/pokedex-sv/meowstic/
Minior,https://www.serebii.net/pokedex-sv/minior/
Cranidos,https://www.serebii.net/pokedex-sv/cranidos/
Rampardos,https://www.serebii.net/pokedex-sv/rampardos/
Shieldon,https://www.serebii.net/pokedex-sv/shieldon/
Bastiodon,https://www.serebii.net/pokedex-sv/bastiodon/
Minccino,https://www.serebii.net/pokedex-sv/minccino/
Cinccino,https://www.serebii.net/pokedex-sv/cinccino/
Skarmory,https://www.serebii.net/pokedex-sv/skarmory/
Plusle,https://www.serebii.net/pokedex-sv/plusle/
Minun,https://www.serebii.net/pokedex-sv/minun/
Scraggy,https://www.serebii.net/pokedex-sv/scraggy/
Scrafty,https://www.serebii.net/pokedex-sv/scrafty/
Golett,https://www.serebii.net/pokedex-sv/golett/
Golurk,https://www.serebii.net/pokedex-sv/golurk/
Porygon,https://www.serebii.net/pokedex-sv/porygon/
Porygon2,https://www.serebii.net/pokedex-sv/porygon2/
Porygon-Z,https://www.serebii.net/pokedex-sv/porygon-z/
Joltik,https://www.serebii.net/pokedex-sv/joltik/
Galvantula,https://www.serebii.net/pokedex-sv/galvantula/
Beldum,https://www.serebii.net/pokedex-sv/beldum/
Metang,https://www.serebii.net/pokedex-sv/metang/
Metagross,https://www.serebii.net/pokedex-sv/metagross/
Seel,https://www.serebii.net/pokedex-sv/seel/
Dewgong,https://www.serebii.net/pokedex-sv/dewgong/
Lapras,https://www.serebii.net/pokedex-sv/lapras/
Overqwil,https://www.serebii.net/pokedex-sv/overqwil/
Solosis,https://www.serebii.net/pokedex-sv/solosis/
Duosion,https://www.serebii.net/pokedex-sv/duosion/
Reuniclus,https://www.serebii.net/pokedex-sv/reuniclus/
Snubbull,https://www.serebii.net/pokedex-sv/snubbull/
Granbull,https://www.serebii.net/pokedex-sv/granbull/
Duraludon,https://www.serebii.net/pokedex-sv/duraludon/
Archaludon,https://www.serebii.net/pokedex-sv/archaludon/
Hydrapple,https://www.serebii.net/pokedex-sv/hydrapple/
Bulbasaur,https://www.serebii.net/pokedex-sv/bulbasaur/
Ivysaur,https://www.serebii.net/pokedex-sv/ivysaur/
Venusaur,https://www.serebii.net/pokedex-sv/venusaur/
Charmander,https://www.serebii.net/pokedex-sv/charmander/
Charmeleon,https://www.serebii.net/pokedex-sv/charmeleon/
Charizard,https://www.serebii.net/pokedex-sv/charizard/
Squirtle,https://www.serebii.net/pokedex-sv/squirtle/
Wartortle,https://www.serebii.net/pokedex-sv/wartortle/
Blastoise,https://www.serebii.net/pokedex-sv/blastoise/
Chikorita,https://www.serebii.net/pokedex-sv/chikorita/
Bayleef,https://www.serebii.net/pokedex-sv/bayleef/
Meganium,https://www.serebii.net/pokedex-sv/meganium/
Cyndaquil,https://www.serebii.net/pokedex-sv/cyndaquil/
Quilava,https://www.serebii.net/pokedex-sv/quilava/
Typhlosion,https://www.serebii.net/pokedex-sv/typhlosion/
Totodile,https://www.serebii.net/pokedex-sv/totodile/
Croconaw,https://www.serebii.net/pokedex-sv/croconaw/
Feraligatr,https://www.serebii.net/pokedex-sv/feraligatr/
Treecko,https://www.serebii.net/pokedex-sv/treecko/
Grovyle,https://www.serebii.net/pokedex-sv/grovyle/
Sceptile,https://www.serebii.net/pokedex-sv/sceptile/
Torchic,https://www.serebii.net/pokedex-sv/torchic/
Combusken,https://www.serebii.net/pokedex-sv/combusken/
Blaziken,https://www.serebii.net/pokedex-sv/blaziken/
Mudkip,https://www.serebii.net/pokedex-sv/mudkip/
Marshtomp,https://www.serebii.net/pokedex-sv/marshtomp/
Swampert,https://www.serebii.net/pokedex-sv/swampert/
Turtwig,https://www.serebii.net/pokedex-sv/turtwig/
Grotle,https://www.serebii.net/pokedex-sv/grotle/
Torterra,https://www.serebii.net/pokedex-sv/torterra/
Chimchar,https://www.serebii.net/pokedex-sv/chimchar/
Monferno,https://www.serebii.net/pokedex-sv/monferno/
Infernape,https://www.serebii.net/pokedex-sv/infernape/
Piplup,https://www.serebii.net/pokedex-sv/piplup/
Prinplup,https://www.serebii.net/pokedex-sv/prinplup/
Empoleon,https://www.serebii.net/pokedex-sv/empoleon/
Snivy,https://www.serebii.net/pokedex-sv/snivy/
Servine,https://www.serebii.net/pokedex-sv/servine/
Serperior,https://www.serebii.net/pokedex-sv/serperior/
Tepig,https://www.serebii.net/pokedex-sv/tepig/
Pignite,https://www.serebii.net/pokedex-sv/pignite/
Emboar,https://www.serebii.net/pokedex-sv/emboar/
Oshawott,https://www.serebii.net/pokedex-sv/oshawott/
Dewott,https://www.serebii.net/pokedex-sv/dewott/
Samurott,https://www.serebii.net/pokedex-sv/samurott/
Chespin,https://www.serebii.net/pokedex-sv/chespin/
Quilladin,https://www.serebii.net/pokedex-sv/quilladin/
Chesnaught,https://www.serebii.net/pokedex-sv/chesnaught/
Fennekin,https://www.serebii.net/pokedex-sv/fennekin/
Braixen,https://www.serebii.net/pokedex-sv/braixen/
Delphox,https://www.serebii.net/pokedex-sv/delphox/
Froakie,https://www.serebii.net/pokedex-sv/froakie/
Frogadier,https://www.serebii.net/pokedex-sv/frogadier/
Greninja,https://www.serebii.net/pokedex-sv/greninja/
Rowlet,https://www.serebii.net/pokedex-sv/rowlet/
Dartrix,https://www.serebii.net/pokedex-sv/dartrix/
Decidueye,https://www.serebii.net/pokedex-sv/decidueye/
Litten,https://www.serebii.net/pokedex-sv/litten/
Torracat,https://www.serebii.net/pokedex-sv/torracat/
Incineroar,https://www.serebii.net/pokedex-sv/incineroar/
Popplio,https://www.serebii.net/pokedex-sv/popplio/
Brionne,https://www.serebii.net/pokedex-sv/brionne/
Primarina,https://www.serebii.net/pokedex-sv/primarina/
Grookey,https://www.serebii.net/pokedex-sv/grookey/
Thwackey,https://www.serebii.net/pokedex-sv/thwackey/
Rillaboom,https://www.serebii.net/pokedex-sv/rillaboom/
Scorbunny,https://www.serebii.net/pokedex-sv/scorbunny/
Raboot,https://www.serebii.net/pokedex-sv/raboot/
Cinderace,https://www.serebii.net/pokedex-sv/cinderace/
Sobble,https://www.serebii.net/pokedex-sv/sobble/
Drizzile,https://www.serebii.net/pokedex-sv/drizzile/
Inteleon,https://www.serebii.net/pokedex-sv/inteleon/
Gouging Fire,https://www.serebii.net/pokedex-sv/gougingfire/
Raging Bolt,https://www.serebii.net/pokedex-sv/ragingbolt/
Iron Crown,https://www.serebii.net/pokedex-sv/ironcrown/
Iron Boulder,https://www.serebii.net/pokedex-sv/ironboulder/
Terapagos,https://www.serebii.net/pokedex-sv/terapagos/
Walking Wake,https://www.serebii.net/pokedex-sv/walkingwake/
Iron Leaves,https://www.serebii.net/pokedex-sv/ironleaves/
Pecharunt,https://www.serebii.net/pokedex-sv/pecharunt/
